"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"GLSI","Greenwich LifeSciences, Inc.","4.59","$55.17M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/glsi",
"GDYN","Grid Dynamics Holdings, Inc.","8.68","$441.3M","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gdyn",
"GDYNW","Grid Dynamics Holdings, Inc.","2","n/a","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gdynw",
"GSUM","Gridsum Holding Inc.","1.71","$59.87M","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gsum",
"GRIF","Griffin Industrial Realty, Inc.","58.24","$329.48M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/grif",
"GRFS","Grifols, S.A.","19.25","$13.18B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/grfs",
"GRIN","Grindrod Shipping Holdings Ltd.","4.02","$76.41M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/grin",
"GRTS","Gritstone Oncology, Inc.","2.87","$108.38M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/grts",
"GO","Grocery Outlet Holding Corp.","37.295","$3.51B","2019","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/go",
"GRPN","Groupon, Inc.","24.72","$712.25M","2011","Technology","Advertising","https://old.nasdaq.com/symbol/grpn",
"GRWG","GrowGeneration Corp.","26.57","$1.3B","n/a","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/grwg",
"OMAB","Grupo Aeroportuario del Centro Norte S.A.B. de C.V.","47.64","$2.32B","2006","Transportation","Aerospace","https://old.nasdaq.com/symbol/omab",
"GGAL","Grupo Financiero Galicia S.A.","8.37","$1.19B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/ggal",
"GVP","GSE Systems, Inc.","1.13","$23.23M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gvp",
"GSIT","GSI Technology, Inc.","6.34","$149.89M","2007","Technology","Semiconductors","https://old.nasdaq.com/symbol/gsit",
"GTYH","GTY Technology Holdings, Inc.","3.28","$175.61M","2016","Technology","EDP Services","https://old.nasdaq.com/symbol/gtyh",
"GNTY","Guaranty Bancshares, Inc.","30","$329.21M","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/gnty",
"GFED","Guaranty Federal Bancshares, Inc.","15.53","$67.78M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/gfed",
"GH","Guardant Health, Inc.","104.34","$10.43B","2018","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/gh",
"GHSI","Guardion Health Sciences, Inc.","0.1913","$16.9M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ghsi",
"GIFI","Gulf Island Fabrication, Inc.","2.91","$44.6M","1997","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/gifi",
"GURE","Gulf Resources, Inc.","4.73","$45.02M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/gure",
"GPOR","Gulfport Energy Corporation","0.1335","$21.46M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/gpor",
"GWPH","GW Pharmaceuticals Plc","119.58","$3.73B","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/gwph",
"GWGH","GWG Holdings, Inc","7.92","$262.11M","2014","Finance","Life Insurance","https://old.nasdaq.com/symbol/gwgh",
"GXGX","GX Acquisition Corp.","10.36","$372.31M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gxgx",
"GXGXU","GX Acquisition Corp.","11.61","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gxgxu",
"GXGXW","GX Acquisition Corp.","1.55","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gxgxw",
"GYRO","Gyrodyne , LLC","16.62","$24.64M","n/a","Consumer Services","Building operators","https://old.nasdaq.com/symbol/gyro",
"HEES","H&E Equipment Services, Inc.","27.32","$986.11M","2006","n/a","n/a","https://old.nasdaq.com/symbol/hees",
"HLG","Hailiang Education Group Inc.","65.9","$1.7B","2015","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/hlg",
"HOFV","Hall of Fame Resort &amp; Entertainment Company","1.15","$37.65M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/hofv",
"HOFVW","Hall of Fame Resort &amp; Entertainment Company","0.24","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/hofvw",
"HNRG","Hallador Energy Company","0.7957","$24.24M","n/a","Energy","Coal Mining","https://old.nasdaq.com/symbol/hnrg",
"HALL","Hallmark Financial Services, Inc.","3.69","$66.94M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/hall",
"HALO","Halozyme Therapeutics, Inc.","38.84","$5.25B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/halo",
"HLNE","Hamilton Lane Incorporated","76.18","$4.02B","2017","Finance","Investment Managers","https://old.nasdaq.com/symbol/hlne",
"HJLI","Hancock Jaffe Laboratories, Inc.","0.3296","$16.41M","2018","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/hjli",
"HJLIW","Hancock Jaffe Laboratories, Inc.","0.04","n/a","2018","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/hjliw",
"HWC","Hancock Whitney Corporation","28.875","$2.5B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hwc",
"HWCPL","Hancock Whitney Corporation","25.82","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hwcpl",
"HWCPZ","Hancock Whitney Corporation","27.2","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hwcpz",
"HAFC","Hanmi Financial Corporation","10.58","$325.02M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hafc",
"HAPP","Happiness Biotech Group Limited","1.84","$46M","2019","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/happ",
"HCDI","Harbor Custom Development, Inc.","5.21","$29.32M","2020","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/hcdi",
"HONE","HarborOne Bancorp, Inc.","10.25","$598.01M","2016","Finance","Major Banks","https://old.nasdaq.com/symbol/hone",
"HLIT","Harmonic Inc.","6.37","$622.65M","1995","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/hlit",
"HRMY","Harmony Biosciences Holdings, Inc.","42.92","$2.44B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hrmy",
"HARP","Harpoon Therapeutics, Inc.","15.59","$395.68M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/harp",
"HROW","Harrow Health, Inc.","6.81","$175.33M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hrow",
"HBIO","Harvard Bioscience, Inc.","4.06","$158.24M","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/hbio",
"HCAP","Harvest Capital Credit Corporation","3.09","$18.41M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hcap",
"HCAPZ","Harvest Capital Credit Corporation","24.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hcapz",
"HAS","Hasbro, Inc.","90.89","$12.45B","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/has",
"HA","Hawaiian Holdings, Inc.","19.18","$882.35M","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/ha",
"HWKN","Hawkins, Inc.","55.1","$587.95M","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/hwkn",
"HWBK","Hawthorn Bancshares, Inc.","21.3","$138.03M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hwbk",
"HYAC","Haymaker Acquisition Corp. II","10.0207","$501.04M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/hyac",
"HYACU","Haymaker Acquisition Corp. II","10.5","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/hyacu",
"HYACW","Haymaker Acquisition Corp. II","0.93","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/hyacw",
"HAYN","Haynes International, Inc.","22.47","$282.15M","2007","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/hayn",
"HBT","HBT Financial, Inc.","13.85","$380.28M","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/hbt",
"HDS","HD Supply Holdings, Inc.","55.77","$9.04B","2013","Consumer Services","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/hds",
"HHR","HeadHunter Group PLC","26.29","$1.32B","2019","Technology","Professional Services","https://old.nasdaq.com/symbol/hhr",
"HAACU","Health Assurance Acquisition Corp.","10.2","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/haacu",
"HCAT","Health Catalyst, Inc","33.81","$1.44B","2019","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/hcat",
"HSAQ","Health Sciences Acquisitions Corporation 2","10.98","$224.54M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/hsaq",
"HCSG","Healthcare Services Group, Inc.","23.47","$1.75B","1983","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/hcsg",
"HTIA","Healthcare Trust, Inc.","21.75","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/htia",
"HQY","HealthEquity, Inc.","67.65","$5.2B","2014","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/hqy",
"HSTM","HealthStream, Inc.","18.78","$594.91M","2000","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/hstm",
"HTLD","Heartland Express, Inc.","19.33","$1.56B","1986","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/htld",
"HTLF","Heartland Financial USA, Inc.","40.39","$1.49B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/htlf",
"HTLFP","Heartland Financial USA, Inc.","27.8","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/htlfp",
"HTBX","Heat Biologics, Inc.","1.04","$166.24M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/htbx",
"HSII","Heidrick & Struggles International, Inc.","26.01","$503.54M","1999","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/hsii",
"HELE","Helen of Troy Limited","197.04","$5B","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/hele",
"HLIO","Helios Technologies, Inc.","49.9","$1.6B","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/hlio",
"HSDT","Helius Medical Technologies, Inc.","0.3882","$17.51M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/hsdt",
"HLXA","Helix Acquisition Corp.","10.45","$138.72M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/hlxa",
"HMTV","Hemisphere Media Group, Inc.","11.31","$451.97M","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/hmtv",
"HNNA","Hennessy Advisors, Inc.","9.16","$66.54M","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/hnna",
"HCAC","Hennessy Capital Acquisition Corp. IV","10.25","$382.4M","2019","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/hcac",
"HCACU","Hennessy Capital Acquisition Corp. IV","11.75","n/a","2019","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/hcacu",
"HCACW","Hennessy Capital Acquisition Corp. IV","1.8806","n/a","2019","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/hcacw",
"HSIC","Henry Schein, Inc.","64.45","$9.2B","1995","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/hsic",
"HEPA","Hepion Pharmaceuticals, Inc.","2.82","$25.45M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hepa",
"HTBK","Heritage Commerce Corp","8.56","$512.87M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/htbk",
"HFWA","Heritage Financial Corporation","25.2","$904.94M","n/a","Finance","Banks","https://old.nasdaq.com/symbol/hfwa",
"HGBL","Heritage Global Inc.","1.51","$53.14M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/hgbl",
"HCCI","Heritage-Crystal Clean, Inc.","22.15","$531.45M","2008","Basic Industries","Miscellaneous","https://old.nasdaq.com/symbol/hcci",
"MLHR","Herman Miller, Inc.","37.44","$2.21B","n/a","Consumer Durables","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/mlhr",
"HRTX","Heron Therapeutics, Inc.  ","18.36","$1.67B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hrtx",
"HSKA","Heska Corporation","126.74","$1.2B","1997","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/hska",
"HX","Hexindai Inc.","2.12","$37.07M","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/hx",
"HFEN","HF Enterprises Inc.","n/a","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/hfen",
"HFFG","HF Foods Group Inc.","7.35","$381.56M","2017","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/hffg",
"HIBB","Hibbett Sports, Inc.","39.94","$660.75M","1996","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/hibb",
"CAPA","HighCape Capital Acquisition Corp.","9.8999","$146.32M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/capa",
"CAPAU","HighCape Capital Acquisition Corp.","10.0908","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/capau",
"CAPAW","HighCape Capital Acquisition Corp.","0.95","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/capaw",
"SNLN","Highland/iBoxx Senior Loan ETF","15.83","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/snln",
"HPK","HighPeak Energy, Inc.","6","$549.93M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/hpk",
"HPKEW","HighPeak Energy, Inc.","0.96","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/hpkew",
"HIHO","Highway Holdings Limited","3.96","$15.73M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/hiho",
"HIMX","Himax Technologies, Inc.","4.53","$779.99M","2006","Technology","Semiconductors","https://old.nasdaq.com/symbol/himx",
"HIFS","Hingham Institution for Savings","223","$476.53M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hifs",
"HQI","HireQuest, Inc.","8.8","$119.64M","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/hqi",
"HSTO","Histogen Inc.","1.53","$19.14M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hsto",
"HKIT","Hitek Global Inc.","n/a","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/hkit",
"HCCH","HL Acquisitions Corp.","12.41","$81.39M","2018","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/hcch",
"HCCHR","HL Acquisitions Corp.","1.15","n/a","2018","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/hcchr",
"HCCHU","HL Acquisitions Corp.","14.95","n/a","2018","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/hcchu",
"HCCHW","HL Acquisitions Corp.","2.5","n/a","2018","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/hcchw",
"HMNF","HMN Financial, Inc.","15.82","$76.51M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/hmnf",
"HMSY","HMS Holdings Corp","30.85","$2.73B","1992","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/hmsy",
"HOL","Holicity Inc.","10.34","$387.75M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/hol",
"HOLUU","Holicity Inc.","10.1","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/holuu",
"HOLUW","Holicity Inc.","1","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/holuw",
"HOLI","Hollysys Automation Technologies, Ltd.","11.85","$717.36M","n/a","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/holi",
"HOLX","Hologic, Inc.","71.07","$18.41B","1990","Health Care","Medical Electronics","https://old.nasdaq.com/symbol/holx",
"HBCP","Home Bancorp, Inc.","29.65","$259.59M","n/a","Finance","Banks","https://old.nasdaq.com/symbol/hbcp",
"HOMB","Home BancShares, Inc.","19.74","$3.26B","2006","Finance","Major Banks","https://old.nasdaq.com/symbol/homb",
"HFBL","Home Federal Bancorp, Inc. of Louisiana","25.21","$42.44M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/hfbl",
"HMST","HomeStreet, Inc.","35.08","$764.32M","2012","Finance","Major Banks","https://old.nasdaq.com/symbol/hmst",
"HTBI","HomeTrust Bancshares, Inc.","19.07","$324.59M","2012","Finance","Savings Institutions","https://old.nasdaq.com/symbol/htbi",
"FIXX","Homology Medicines, Inc.","10.01","$453.1M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fixx",
"HOFT","Hooker Furniture Corporation","30.72","$365.26M","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/hoft",
"HOOK","HOOKIPA Pharma Inc.","11.09","$284.69M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hook",
"HOPE","Hope Bancorp, Inc.","9.835","$1.21B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hope",
"HBNC","Horizon Bancorp, Inc.","14.92","$654.7M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hbnc",
"HRZN","Horizon Technology Finance Corporation","12.29","$225.74M","2010","n/a","n/a","https://old.nasdaq.com/symbol/hrzn",
"HZNP","Horizon Therapeutics Public Limited Company","70.88","$15.64B","2011","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hznp",
"HST","Host Hotels ","13.725","$9.68B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hst",
"TWNK","Hostess Brands, Inc.","13.64","$1.78B","2015","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/twnk",
"TWNKW","Hostess Brands, Inc.","1.26","n/a","2015","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/twnkw",
"HOTH","Hoth Therapeutics, Inc.","1.71","$22.98M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hoth",
"HMHC","Houghton Mifflin Harcourt Company","2.83","$356.16M","2013","Consumer Services","Books","https://old.nasdaq.com/symbol/hmhc",
"HWCC","Houston Wire & Cable Company","2.89","$47.81M","2006","Consumer Non-Durables","Telecommunications Equipment","https://old.nasdaq.com/symbol/hwcc",
"HOVNP","Hovnanian Enterprises Inc","7.6543","n/a","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/hovnp",
"HBMD","Howard Bancorp, Inc.","12.26","$229.78M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hbmd",
"HTGM","HTG Molecular Diagnostics, Inc.","0.276","$19.62M","2015","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/htgm",
"HTHT","Huazhu Group Limited","47.37","$15.18B","2010","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/htht",
"HUBG","Hub Group, Inc.","54.88","$1.87B","1996","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/hubg",
"HUSN","Hudson Capital Inc.","2.2","$14.09M","2017","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/husn",
"HEC","Hudson Executive Investment Corp.","9.7","$501.98M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/hec",
"HECCU","Hudson Executive Investment Corp.","10.1","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/heccu",
"HECCW","Hudson Executive Investment Corp.","0.83","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/heccw",
"HSON","Hudson Global, Inc.","10.01","$26.88M","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/hson",
"HDSN","Hudson Technologies, Inc.","1.18","$50.34M","n/a","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/hdsn",
"HUIZ","Huize Holding Limited","7.39","$384.21M","2020","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/huiz",
"HGEN","Humanigen, Inc.","9.13","$471.26M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hgen",
"HBAN","Huntington Bancshares Incorporated","12.03","$12.24B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hban",
"HBANN","Huntington Bancshares Incorporated","26.52","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hbann",
"HBANO","Huntington Bancshares Incorporated","25.71","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hbano",
"HURC","Hurco Companies, Inc.","29.57","$194.13M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/hurc",
"HURN","Huron Consulting Group Inc.","43.82","$1B","2004","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/hurn",
"HCM","Hutchison China MediTech Limited","30.42","$4.33B","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hcm",
"HBP","Huttig Building Products, Inc.","3.69","$99.22M","n/a","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/hbp",
"HVBC","HV Bancorp, Inc.","14.07","$31.45M","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/hvbc",
"HYMC","Hycroft Mining Holding Corporation","7.93","$397.77M","2018","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/hymc",
"HYMCW","Hycroft Mining Holding Corporation","1.6899","n/a","2018","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/hymcw",
"HYMCZ","Hycroft Mining Holding Corporation","0.2674","n/a","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/hymcz",
"HYGO","Hygo Energy Transition Ltd.","n/a","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/hygo",
"HYRE","HyreCar Inc.","5.45","$96.61M","2018","Consumer Services","Rental/Leasing Companies","https://old.nasdaq.com/symbol/hyre",
"IIIV","i3 Verticals, Inc.","24.86","$764.48M","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/iiiv",
"IAC","IAC/InterActiveCorp","135.11","$11.53B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/iac",
"IBEX","IBEX Limited","15.97","$293.66M","2020","Technology","EDP Services","https://old.nasdaq.com/symbol/ibex",
"ICAD","icad inc.","9.03","$207.63M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/icad",
"IEP","Icahn Enterprises L.P.","53.07","$12.32B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/iep",
"ICCH","ICC Holdings, Inc.","12.65","$39.06M","2017","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/icch",
"ICFI","ICF International, Inc.","75.7","$1.43B","2006","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/icfi",
"ICHR","Ichor Holdings","27.91","$646.46M","2016","Technology","Semiconductors","https://old.nasdaq.com/symbol/ichr",
"ICLK","iClick Interactive Asia Group Limited","7.31","$660.62M","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/iclk",
"ICLR","ICON plc","193.93","$10.23B","1998","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/iclr",
"ICON","Iconix Brand Group, Inc.","0.7302","$8.66M","n/a","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/icon",
"ICUI","ICU Medical, Inc.","188.82","$3.96B","1992","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/icui",
"IPWR","Ideal Power Inc.","5.93","$17.64M","2013","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ipwr",
"IDEX","Ideanomics, Inc.","1.17","$279.6M","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/idex",
"IDYA","IDEAYA Biosciences, Inc.","13.48","$391.86M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/idya",
"INVE","Identiv, Inc.","6.78","$121.31M","n/a","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/inve",
"IDRA","Idera Pharmaceuticals, Inc.","2.76","$97.29M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/idra",
"IDXX","IDEXX Laboratories, Inc.","455.37","$38.84B","1991","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/idxx",
"IEC","IEC Electronics Corp.","10.04","$105.95M","n/a","Technology","Electrical Products","https://old.nasdaq.com/symbol/iec",
"IESC","IES Holdings, Inc.","38.36","$807.42M","n/a","Capital Goods","Engineering & Construction","https://old.nasdaq.com/symbol/iesc",
"IROQ","IF Bancorp, Inc.","20.15","$65.29M","2011","Finance","Savings Institutions","https://old.nasdaq.com/symbol/iroq",
"IFMK","iFresh Inc.","0.7402","$22.38M","n/a","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/ifmk",
"IGACU","IG Acquisition Corp.","9.95","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/igacu",
"IGMS","IGM Biosciences, Inc.","54","$1.66B","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/igms",
"IHRT","iHeartMedia, Inc.","10.4","$732.33M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/ihrt",
"INFO","IHS Markit Ltd.","92.34","$36.78B","1996","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/info",
"IIVI","II-VI Incorporated","60.27","$6.25B","1987","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/iivi",
"IIVIP","II-VI Incorporated","261.34","n/a","n/a","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/iivip",
"IKNX","Ikonics Corporation","4.87","$9.62M","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/iknx",
"ILMN","Illumina, Inc.","296.73","$43.32B","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/ilmn",
"IMAB","I-MAB","37.23","$2.62B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imab",
"IMAC","IMAC Holdings, Inc.","1.05","$12.43M","2019","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/imac",
"IMACW","IMAC Holdings, Inc.","0.1668","n/a","2019","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/imacw",
"ISNS","Image Sensing Systems, Inc.","4.05","$21.65M","1995","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/isns",
"IMRA","IMARA Inc.","20.82","$362.42M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imra",
"IMBI","iMedia Brands, Inc.","5.95","$77.45M","n/a","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/imbi",
"IMTX","Immatics N.V.","10.5","$660.54M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/imtx",
