"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"IMTXW","Immatics N.V.","2.75","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/imtxw",
"IMMR","Immersion Corporation","8.11","$218.46M","1999","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/immr",
"ICCC","ImmuCell Corporation","5.62","$40.54M","1987","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/iccc",
"IMUX","Immunic, Inc. ","18.13","$375.62M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imux",
"IMGN","ImmunoGen, Inc.","5.75","$1.08B","1989","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imgn",
"IMNM","Immunome, Inc.","11.43","$114.67M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imnm",
"IMVT","Immunovant, Inc. ","52.64","$4.31B","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/imvt",
"IMRN","Immuron Limited","7.22","$40.45M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imrn",
"IMRNW","Immuron Limited","1.4","n/a","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imrnw",
"IMMP","Immutep Limited","2.02","$99.57M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/immp",
"PI","Impinj, Inc.","35.02","$808.5M","2016","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/pi",
"IMV","IMV Inc.","3.56","$238.85M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imv",
"INAB","IN8bio, Inc.","n/a","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/inab",
"NARI","Inari Medical, Inc.","71.2","$3.47B","2020","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nari",
"INCY","Incyte Corporation","84.35","$18.47B","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/incy",
"INDB","Independent Bank Corp.","71.43","$2.35B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/indb",
"IBCP","Independent Bank Corporation","17.9","$391.73M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ibcp",
"IBTX","Independent Bank Group, Inc","59.04","$2.55B","2013","Finance","Major Banks","https://old.nasdaq.com/symbol/ibtx",
"ILPT","Industrial Logistics Properties Trust","22.22","$1.45B","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ilpt",
"ITAC","Industrial Tech Acquisitions, Inc.","9.7","$96.32M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/itac",
"ITACU","Industrial Tech Acquisitions, Inc.","10.1","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/itacu",
"ITACW","Industrial Tech Acquisitions, Inc.","0.48","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/itacw",
"INFN","Infinera Corporation","6.91","$1.33B","2007","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/infn",
"INFI","Infinity Pharmaceuticals, Inc.","1.84","$118.14M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/infi",
"IFRX","InflaRx N.V.","4.2","$118.56M","2017","n/a","n/a","https://old.nasdaq.com/symbol/ifrx",
"III","Information Services Group, Inc.","2.7","$129.82M","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/iii",
"IEA","Infrastructure and Energy Alternatives, Inc.","12","$273.47M","2016","Finance","Business Services","https://old.nasdaq.com/symbol/iea",
"IEAWW","Infrastructure and Energy Alternatives, Inc.","1.5","n/a","2016","Finance","Business Services","https://old.nasdaq.com/symbol/ieaww",
"IMKTA","Ingles Markets, Incorporated","38.32","$776.35M","1987","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/imkta",
"IKT","Inhibikase Therapeutics, Inc.","n/a","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ikt",
"INBX","Inhibrx, Inc.","18.66","$703.67M","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/inbx",
"INM","InMed Pharmaceuticals Inc.","3.4","$17.75M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/inm",
"INMD","INMODE LTD.","41.81","$1.37B","2019","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/inmd",
"INMB","INmune Bio Inc.","8.6","$115.65M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/inmb",
"IPHA","Innate Pharma S.A.","4.59","$362.44M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ipha",
"INOD","Innodata Inc.","3.99","$98.72M","1993","Technology","EDP Services","https://old.nasdaq.com/symbol/inod",
"IOSP","Innospec Inc.","83.02","$2.04B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/iosp",
"ISSC","Innovative Solutions and Support, Inc.","6.15","$104.45M","2000","Technology","EDP Services","https://old.nasdaq.com/symbol/issc",
"INVA","Innoviva, Inc.","10.865","$1.1B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/inva",
"INGN","Inogen, Inc","33.99","$751.78M","2014","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ingn",
"INOV","Inovalon Holdings, Inc.","18.47","$2.87B","2015","Technology","EDP Services","https://old.nasdaq.com/symbol/inov",
"INO","Inovio Pharmaceuticals, Inc.","12.85","$2.18B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/ino",
"INZY","Inozyme Pharma, Inc.","25.26","$590.4M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/inzy",
"IPHI","Inphi Corporation","148.81","$7.75B","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/iphi",
"INPX","Inpixon ","1.01","$42.9M","2014","Technology","EDP Services","https://old.nasdaq.com/symbol/inpx",
"INSG","Inseego Corp.","9.725","$961.61M","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/insg",
"NSIT","Insight Enterprises, Inc.","72.34","$2.54B","1995","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/nsit",
"ISIG","Insignia Systems, Inc.","0.872","$10.64M","1991","Consumer Services","Advertising","https://old.nasdaq.com/symbol/isig",
"INSM","Insmed, Inc.","36.69","$3.74B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/insm",
"INSE","Inspired Entertainment, Inc.","5.88","$135.41M","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/inse",
"IIIN","Insteel Industries, Inc.","24.74","$477.62M","n/a","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/iiin",
"INAQ","INSU Acquisition Corp. II","9.75","$306.02M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/inaq",
"INAQU","INSU Acquisition Corp. II","10.13","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/inaqu",
"INAQW","INSU Acquisition Corp. II","n/a","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/inaqw",
"PODD","Insulet Corporation","253.04","$16.68B","2007","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/podd",
"NTEC","Intec Pharma Ltd.","3.44","$13.58M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ntec",
"IART","Integra LifeSciences Holdings Corporation","55.87","$4.71B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/iart",
"IMTE","Integrated Media Technology Limited","4.29","$15.71M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/imte",
"INTC","Intel Corporation","46.19","$189.29B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/intc",
"NTLA","Intellia Therapeutics, Inc.","34.35","$2.03B","2016","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/ntla",
"IDN","Intellicheck, Inc.","10.34","$190.36M","1999","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/idn",
"IPAR","Inter Parfums, Inc.","56.55","$1.78B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/ipar",
"IBKR","Interactive Brokers Group, Inc.","54.68","$23.43B","2019","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ibkr",
"ICPT","Intercept Pharmaceuticals, Inc.","37.55","$1.24B","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/icpt",
"IDCC","InterDigital, Inc.","61.05","$1.88B","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/idcc",
"TILE","Interface, Inc.","8.58","$503.38M","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/tile",
"IBOC","International Bancshares Corporation","32.07","$2.03B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/iboc",
"IGIC","International General Insurance Holdings Ltd.","7.59","$367.36M","2018","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/igic",
"IGICW","International General Insurance Holdings Ltd.","0.65","n/a","2018","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/igicw",
"IMXI","International Money Express, Inc.","16.09","$612.59M","2017","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/imxi",
"IDXG","Interpace Biosciences, Inc.","3.15","$12.73M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/idxg",
"XENT","Intersect ENT, Inc.","18.73","$612.83M","2014","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/xent",
"IPLDP","Interstate Power and Light Company","26.54","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ipldp",
"IVAC","Intevac, Inc.","6.12","$145.98M","1995","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ivac",
"ITCI","Intra-Cellular Therapies Inc.","26.8","$2.15B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/itci",
"IIN","IntriCon Corporation","16.44","$147.03M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/iin",
"INTZ","Intrusion Inc.","10.75","$186.99M","n/a","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/intz",
"INTU","Intuit Inc.","357.06","$93.48B","1993","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/intu",
"ISRG","Intuitive Surgical, Inc.","758.19","$89.13B","2000","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/isrg",
"IVA","Inventiva S.A.","14","$537.3M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/iva",
"PLW","Invesco 1-30 Laddered Treasury ETF","38.47","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/plw",
"ADRE","Invesco BLDRS Emerging Markets 50 ADR Index Fund","53.395","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/adre",
"BSCK","Invesco BulletShares 2020 Corporate Bond ETF","21.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsck",
"BSJK","Invesco BulletShares 2020 High Yield Corporate Bond ETF","23.37","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjk",
"BSCL","Invesco BulletShares 2021 Corporate Bond ETF","21.29","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscl",
"BSJL","Invesco BulletShares 2021 High Yield Corporate Bond ETF","23.13","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjl",
"BSML","Invesco BulletShares 2021 Municipal Bond ETF","25.34","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsml",
"BSAE","Invesco BulletShares 2021 USD Emerging Markets Debt ETF","25.37","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsae",
"BSCM","Invesco BulletShares 2022 Corporate Bond ETF","21.82","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscm",
"BSJM","Invesco BulletShares 2022 High Yield Corporate Bond ETF","23.23","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjm",
"BSMM","Invesco BulletShares 2022 Municipal Bond ETF","25.404","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmm",
"BSBE","Invesco BulletShares 2022 USD Emerging Markets Debt ETF","25.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsbe",
"BSCN","Invesco BulletShares 2023 Corporate Bond ETF","21.84","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscn",
"BSJN","Invesco BulletShares 2023 High Yield Corporate Bond ETF","25.13","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjn",
"BSMN","Invesco BulletShares 2023 Municipal Bond ETF","25.54","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmn",
"BSCE","Invesco BulletShares 2023 USD Emerging Markets Debt ETF","26.31","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsce",
"BSCO","Invesco BulletShares 2024 Corporate Bond ETF","22.26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsco",
"BSJO","Invesco BulletShares 2024 High Yield Corporate Bond ETF","24.68","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjo",
"BSMO","Invesco BulletShares 2024 Municipal Bond ETF","25.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmo",
"BSDE","Invesco BulletShares 2024 USD Emerging Markets Debt ETF","26.16","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsde",
"BSCP","Invesco BulletShares 2025 Corporate Bond ETF","22.47","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscp",
"BSJP","Invesco BulletShares 2025 High Yield Corporate Bond ETF","24.14","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjp",
"BSMP","Invesco BulletShares 2025 Municipal Bond ETF","25.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmp",
"BSCQ","Invesco BulletShares 2026 Corporate Bond ETF","21.77","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscq",
"BSJQ","Invesco BulletShares 2026 High Yield Corporate Bond ETF","25.16","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjq",
"BSMQ","Invesco BulletShares 2026 Municipal Bond ETF","25.575","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmq",
"BSCR","Invesco BulletShares 2027 Corporate Bond ETF","22.16","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscr",
"BSJR","Invesco BulletShares 2027 High Yield Corporate Bond ETF","25.235","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjr",
"BSMR","Invesco BulletShares 2027 Municipal Bond ETF","25.37","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmr",
"BSCS","Invesco BulletShares 2028 Corporate Bond ETF","23.27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscs",
"BSJS","Invesco BulletShares 2028 High Yield Corporate Bond ETF","25.305","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjs",
"BSMS","Invesco BulletShares 2028 Municipal Bond ETF","25.745","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsms",
"BSCT","Invesco BulletShares 2029 Corporate Bond ETF","21.505","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsct",
"BSMT","Invesco BulletShares 2029 Municipal Bond ETF","25.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmt",
"BSCU","Invesco BulletShares 2030 Corporate Bond ETF","20.0745","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscu",
"BSMU","Invesco BulletShares 2030 Municipal Bond ETF","24.685","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmu",
"PKW","Invesco BuyBack Achievers ETF","68.08","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pkw",
"PFM","Invesco Dividend Achievers ETF","32.81","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pfm",
"PYZ","Invesco DWA Basic Materials Momentum ETF","65.762","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pyz",
"PEZ","Invesco DWA Consumer Cyclicals Momentum ETF","65.4778","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pez",
"PSL","Invesco DWA Consumer Staples Momentum ETF","83.7985","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psl",
"PIZ","Invesco DWA Developed Markets Momentum ETF","32.2699","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/piz",
"PIE","Invesco DWA Emerging Markets Momentum ETF","21.16","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pie",
"PXI","Invesco DWA Energy Momentum ETF","15.2867","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pxi",
"PFI","Invesco DWA Financial Momentum ETF","39.53","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pfi",
"PTH","Invesco DWA Healthcare Momentum ETF","149.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pth",
"PRN","Invesco DWA Industrials Momentum ETF","84.4463","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prn",
"PDP","Invesco DWA Momentum ETF","81.26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pdp",
"DWAS","Invesco DWA SmallCap Momentum ETF","67.26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwas",
"PTF","Invesco DWA Technology Momentum ETF","119.53","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ptf",
"PUI","Invesco DWA Utilities Momentum ETF","33.12","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pui",
"IDLB","Invesco FTSE International Low Beta Equal Weight ETF","28.3263","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/idlb",
"PRFZ","Invesco FTSE RAFI US 1500 Small-Mid ETF","137.23","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prfz",
"PIO","Invesco Global Water ETF","34.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pio",
"PGJ","Invesco Golden Dragon China ETF","59.1216","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pgj",
"PEY","Invesco High Yield Equity Dividend Achievers ETF","17.08","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pey",
